date,min,max,median,q1,q3,stdev,count
2022-02-17T00:00:00.000Z,0.2,46.35,1.9,1.23,2.82,3.587,677
2022-02-18T00:00:00.000Z,0.1,21.13,1.7,0.75,3.14,1.927,680
2022-02-19T00:00:00.000Z,0.2,346.05,2.22,1.4,3.8,21.829,679
2022-02-20T00:00:00.000Z,0.45,19.1,2.8,1.92,4.28,1.821,675
2022-02-21T00:00:00.000Z,2.1,59.28,4.75,3.92,6.18,3.776,684
2022-02-22T00:00:00.000Z,0.2,11.5,3.4,2.33,4.13,1.38,687
2022-02-23T00:00:00.000Z,0.56,33.88,2,1.47,2.7,1.763,684
2022-02-24T00:00:00.000Z,0.1,20.52,1.7,0.85,2.4,1.677,682
2022-02-25T00:00:00.000Z,0.9,308.52,2.92,2.2,4.3,31.713,679
2022-02-26T00:00:00.000Z,0.5,777.88,2.4,1.3,7.88,55.539,688
2022-02-27T00:00:00.000Z,0.73,126.75,5.49,4.62,6.82,9.799,680
2022-02-28T00:00:00.000Z,0,53.58,4,1.05,11.78,9.547,680
2022-03-01T00:00:00.000Z,0.9,64.03,4.03,2.29,6.18,3.672,683
2022-03-02T00:00:00.000Z,0,223.6,4,2.8,5.8,8.814,683
2022-03-03T00:00:00.000Z,0.2,46.92,2.47,1.8,4.32,4.202,686
2022-03-04T00:00:00.000Z,0.3,92.95,2.15,1.65,8.35,12.694,685
2022-03-05T00:00:00.000Z,0.68,96.43,3.9,2.65,9.9,23.25,687
2022-03-06T00:00:00.000Z,0.75,250.13,9.13,2.1,19.35,15.055,658
2022-03-07T00:00:00.000Z,0.77,24.65,2.54,1.95,6.57,4.325,660
2022-03-08T00:00:00.000Z,1.52,85.75,21.02,5.7,28.65,12.104,675
2022-03-09T00:00:00.000Z,0.32,159.02,2.78,2.1,8.15,11.016,682
2022-03-10T00:00:00.000Z,0.47,83.75,2.49,1.27,6.49,5.395,684
2022-03-11T00:00:00.000Z,0.3,123.07,5.26,2.9,8.8,10.661,678
2022-03-12T00:00:00.000Z,0.8,10.32,2.88,1.92,3.95,1.42,685
2022-03-13T00:00:00.000Z,0.4,51.97,2.66,1.2,4.8,3.593,666
2022-03-14T00:00:00.000Z,1,261.13,2.22,1.8,9.94,15.669,681
2022-03-15T00:00:00.000Z,0.22,178.88,1.6,1.12,3.58,10.808,684
2022-03-16T00:00:00.000Z,0.65,58.15,5.75,2.1,9,4.914,681
2022-03-17T00:00:00.000Z,0.3,60.67,3.13,1.55,6.53,7.759,683
2022-03-18T00:00:00.000Z,1.6,219.32,4.65,3.25,10.52,10.364,657
2022-03-19T00:00:00.000Z,2.25,16.57,5.3,3.8,8.65,3.306,682
2022-03-20T00:00:00.000Z,4.32,34.1,7.78,6.22,9.9,3.421,671
2022-03-21T00:00:00.000Z,6.25,39.97,19.57,15.45,27.58,7.669,638
2022-03-22T00:00:00.000Z,8.48,51.67,22.05,17.13,31.02,8.007,682
2022-03-23T00:00:00.000Z,6.75,37.4,13.41,10.9,16.38,5.172,676
2022-03-24T00:00:00.000Z,9.94,65.84,26.48,18.92,31.33,9.164,662
2022-03-25T00:00:00.000Z,21.48,86.68,36.52,30.65,46.65,12.733,662
2022-03-26T00:00:00.000Z,16.67,136.47,40.65,32.04,57.38,15.55,686
2022-03-27T00:00:00.000Z,13,57.47,31.35,26.97,37.04,8.747,681
2022-03-28T00:00:00.000Z,6.95,77.5,22.95,17.42,29.02,8.72,687
2022-03-29T00:00:00.000Z,20.7,122.53,39.84,33.54,48.4,9.854,678
2022-03-30T00:00:00.000Z,0.6,63.15,5.9,2.35,25.04,13.954,677
2022-03-31T00:00:00.000Z,0.43,170.43,1.63,1.1,3.03,6.806,689
2022-04-01T00:00:00.000Z,1.25,48.42,3.35,2.72,4.18,2.507,671
2022-04-02T00:00:00.000Z,0.8,39.1,3.74,2,5.75,7.534,650
2022-04-03T00:00:00.000Z,1.2,38.29,6.28,2.94,8.72,3.89,684
2022-04-04T00:00:00.000Z,0.56,21.5,3.21,2.04,5.59,2.39,688
2022-04-05T00:00:00.000Z,0.75,25.45,2.38,1.88,3.7,2.039,681
2022-04-06T00:00:00.000Z,0.1,21.92,1.2,0.8,1.8,1.462,683
2022-04-07T00:00:00.000Z,0.43,12.82,1.8,1.35,2.7,1.372,686
2022-04-08T00:00:00.000Z,0.9,19.63,3.63,2.4,4.53,2.001,682
2022-04-09T00:00:00.000Z,0.88,74.05,2.97,2.35,9.27,7.016,657
2022-04-10T00:00:00.000Z,0.7,621.29,3.03,2.04,4.44,41.98,684
2022-04-11T00:00:00.000Z,2.22,27.95,4.19,3.3,7.32,2.666,682
2022-04-12T00:00:00.000Z,5.88,63.7,34.46,13.49,37.82,14.545,688
2022-04-13T00:00:00.000Z,1.8,54.65,7.5,2.92,29.67,17.074,683
2022-04-14T00:00:00.000Z,0.98,160.57,5.2,2.22,10.18,10.983,683
2022-04-15T00:00:00.000Z,0.2,86.32,2.2,1.1,5.7,5.74,687
2022-04-16T00:00:00.000Z,1.4,15.63,6.64,3.99,8.68,3.758,260
2022-04-17T00:00:00.000Z,0.8,956.88,3.63,1.77,17.45,69.118,319
2022-04-18T00:00:00.000Z,0.5,49.8,2.02,1.42,2.8,3.488,672
2022-04-19T00:00:00.000Z,1.12,46.38,2.65,2.2,3.63,5.571,675
2022-04-20T00:00:00.000Z,1,39.45,5.22,3.75,7.35,4.562,665
2022-04-21T00:00:00.000Z,4.75,26,12.14,8.68,16.7,4.76,682
2022-04-22T00:00:00.000Z,1.8,20.38,8.4,5.25,13.43,4.573,677
2022-04-23T00:00:00.000Z,2.72,12,7.28,6.05,8.55,1.716,683
2022-04-24T00:00:00.000Z,1.83,15.18,5.12,3.33,9.82,3.502,686
2022-04-25T00:00:00.000Z,1.83,62.55,4.47,3.3,7.43,3.469,647
2022-04-26T00:00:00.000Z,7.05,116.93,15.07,12.1,18,6.619,654
2022-04-27T00:00:00.000Z,2.85,34.4,10.57,7.42,13.23,4.559,653
2022-04-28T00:00:00.000Z,5.7,31.75,11.65,9.15,13.52,4.414,650
2022-04-29T00:00:00.000Z,7.65,55.6,14.57,12.68,18.44,6.09,665
2022-04-30T00:00:00.000Z,11.9,99.43,23.04,19.3,32.52,8.746,684
2022-05-01T00:00:00.000Z,0.63,207.9,15.23,4.95,17.47,13.075,664
2022-05-02T00:00:00.000Z,5.15,32.67,16.32,12.6,21.23,5.609,646
2022-05-03T00:00:00.000Z,4.05,46.22,11.06,7.65,21.2,7.176,670
2022-05-04T00:00:00.000Z,0.63,22.27,2.42,1.75,3.67,1.709,685
2022-05-05T00:00:00.000Z,1,11.65,4.32,2.65,6.05,2.004,676
2022-05-06T00:00:00.000Z,0.28,13.95,1.95,1,3.53,2.124,673
2022-05-07T00:00:00.000Z,3.4,21.7,8.15,6.72,10.85,3.545,683
2022-05-08T00:00:00.000Z,0.56,248.85,3.2,2.15,5.2,22.165,679
2022-05-09T00:00:00.000Z,0.4,27.7,2.38,1.6,4.3,2.154,673
2022-05-10T00:00:00.000Z,0.65,6.82,1.7,1.35,2.2,0.693,665
2022-05-11T00:00:00.000Z,0.4,99.22,1.45,1.02,1.85,4.198,645
2022-05-12T00:00:00.000Z,0.3,13,1.77,1.14,2.34,1.121,660
2022-05-13T00:00:00.000Z,2.6,7.95,4.18,3.6,5.03,0.987,672
2022-05-14T00:00:00.000Z,3.4,25.98,5.55,4.95,6.63,2.694,679
2022-05-15T00:00:00.000Z,3.58,490.65,8.22,5.97,10.32,31.16,678
2022-05-16T00:00:00.000Z,1.2,32.54,3.4,2.29,6.5,3.453,674
2022-05-17T00:00:00.000Z,0.1,11.55,2.88,1.63,4.15,1.615,671
2022-05-18T00:00:00.000Z,0.6,8.1,2.38,1.95,2.75,0.65,675
2022-05-19T00:00:00.000Z,0.52,6.95,1.25,1.02,1.55,0.518,669
2022-05-20T00:00:00.000Z,0.4,16.07,1.1,0.9,1.4,0.954,668
2022-05-21T00:00:00.000Z,0.75,25.2,1.7,1.45,2,1.03,666
2022-05-22T00:00:00.000Z,0.13,121.78,1.2,0.88,1.58,6.345,654
2022-05-23T00:00:00.000Z,0.28,8.85,1.08,0.77,1.35,0.699,657
2022-05-24T00:00:00.000Z,0.2,4.05,0.88,0.5,1.3,0.615,665
2022-05-25T00:00:00.000Z,0.05,2,0.7,0.47,0.9,0.304,664
2022-05-26T00:00:00.000Z,0.1,34.13,1.12,0.5,2.13,1.693,666
2022-05-27T00:00:00.000Z,1.02,8.57,2.2,1.6,3,1.126,662
2022-05-28T00:00:00.000Z,0.55,18.23,1.67,1.2,2.72,1.172,671
2022-05-29T00:00:00.000Z,0.43,740.4,1.98,1.33,2.46,57.998,628
2022-05-30T00:00:00.000Z,0.5,9.13,1.9,1.4,2.8,1.095,582
2022-05-31T00:00:00.000Z,0.38,6.1,2.04,1.12,2.99,1.327,588
2022-06-01T00:00:00.000Z,0.5,43.85,2.1,1.25,3.49,2.273,620
2022-06-02T00:00:00.000Z,0.5,13.63,2.67,1.9,3.2,2.525,509
2022-06-03T00:00:00.000Z,1,13.68,3.6,2.72,5.47,2.683,547
2022-06-04T00:00:00.000Z,3.13,204.75,5.29,4.34,7.05,15.936,604
2022-06-05T00:00:00.000Z,7.5,25.25,15.23,12.79,17.29,3.624,645
2022-06-06T00:00:00.000Z,1.08,553.65,5.88,3.5,7.5,32.042,579
2022-06-07T00:00:00.000Z,0.3,51.65,4.18,3.2,5.53,2.757,659
2022-06-08T00:00:00.000Z,0.38,2.88,1.1,0.8,1.42,0.44,643
2022-06-09T00:00:00.000Z,0,123.43,2.17,1.5,3.5,5.046,633
2022-06-10T00:00:00.000Z,0.6,14.52,2.42,1.85,3.75,1.308,653
2022-06-11T00:00:00.000Z,1.33,20.67,2.88,2.29,3.53,1.371,646
2022-06-12T00:00:00.000Z,0.5,13.57,1.9,1.2,3.92,1.549,670
2022-06-13T00:00:00.000Z,0.5,7.5,1.6,1.38,1.85,0.469,650
2022-06-14T00:00:00.000Z,0.5,50.75,1.1,0.85,1.48,2.683,622
2022-06-15T00:00:00.000Z,0.73,4.09,1.85,1.5,2.22,0.571,651
2022-06-16T00:00:00.000Z,0.28,24.63,1.8,1.1,2.4,1.422,650
2022-06-17T00:00:00.000Z,0.4,3.9,1.7,1,2.22,0.781,588
2022-06-18T00:00:00.000Z,0.8,17.73,1.92,1.52,2.38,1.065,662
2022-06-19T00:00:00.000Z,0.9,18.67,2.2,1.7,2.8,1.082,628
2022-06-20T00:00:00.000Z,1.2,10.4,2.8,2.4,3.2,0.679,627
2022-06-21T00:00:00.000Z,0.7,16.85,2.89,2.25,3.66,1.187,624
2022-06-22T00:00:00.000Z,1.9,16.7,3,2.6,4.3,1.979,616
2022-06-23T00:00:00.000Z,1.2,52.78,2.52,1.88,4.84,3.092,591
2022-06-24T00:00:00.000Z,0,40.03,1.4,0.4,2.14,1.901,676
2022-06-25T00:00:00.000Z,0,74.72,0.8,0.52,1.05,3.629,677
2022-06-26T00:00:00.000Z,0,411.2,0.5,0.21,1.4,17.277,676
2022-06-27T00:00:00.000Z,0.4,94,1.35,1.02,1.75,4.349,653
2022-06-28T00:00:00.000Z,0,23.55,1.1,0.5,1.52,1.3,643
2022-06-29T00:00:00.000Z,0.3,17.6,1,0.7,1.25,0.765,643
2022-06-30T00:00:00.000Z,0.6,34.2,1.3,1.1,1.55,1.631,653
2022-07-01T00:00:00.000Z,0,14.57,1.08,0.6,1.7,0.905,663
2022-07-02T00:00:00.000Z,0.15,3.9,1,0.75,1.3,0.412,648
2022-07-03T00:00:00.000Z,0.3,9.23,0.7,0.6,1.3,0.634,669
2022-07-04T00:00:00.000Z,0.2,11.23,1,0.7,1.21,0.565,665
2022-07-05T00:00:00.000Z,0.2,37.79,1.55,0.9,2,1.759,601
2022-07-06T00:00:00.000Z,0.4,118.35,1.6,1.26,1.95,4.945,628
2022-07-07T00:00:00.000Z,0.35,3.05,1.2,0.82,1.6,0.607,442
2022-07-08T00:00:00.000Z,0.55,37.7,1.8,1.55,2.2,1.889,616
2022-07-09T00:00:00.000Z,0.5,29.17,1.63,1.1,2.38,1.393,602
2022-07-10T00:00:00.000Z,0.7,59.8,2.1,1.17,3.05,3.636,648
2022-07-11T00:00:00.000Z,0.8,12.43,1.83,1.55,2.29,0.962,650
2022-07-12T00:00:00.000Z,1.1,62.38,2.42,2.2,3,2.414,659
2022-07-13T00:00:00.000Z,0.75,4.2,1.27,1.08,1.65,0.564,616
2022-07-14T00:00:00.000Z,0.7,31.02,2.29,1.3,2.83,1.464,637
2022-07-15T00:00:00.000Z,1.3,8.25,3.33,2.7,3.85,0.862,586
2022-07-16T00:00:00.000Z,3.1,44.08,4.78,4.2,5.22,1.706,686
2022-07-17T00:00:00.000Z,2.45,30,4.45,3.45,6.45,2.553,692
2022-07-18T00:00:00.000Z,1.8,10.32,5.4,4.54,5.92,1.209,685
2022-07-19T00:00:00.000Z,2.25,22.02,7.59,6.42,8.8,1.874,684
2022-07-20T00:00:00.000Z,0.4,13.45,1.32,1,1.7,0.668,686
2022-07-21T00:00:00.000Z,0.77,25.83,2.13,1.7,2.5,1.107,684
2022-07-22T00:00:00.000Z,1.3,20.1,2.15,1.9,2.5,0.91,680
2022-07-23T00:00:00.000Z,0,52.38,2.08,0.6,3.3,3.227,677
2022-07-24T00:00:00.000Z,0.93,5.53,3.13,2.29,3.7,0.968,682
2022-07-25T00:00:00.000Z,0.2,47.95,1.1,0.68,1.9,1.983,689
2022-07-26T00:00:00.000Z,0.5,44.2,1.05,0.85,1.45,2.272,682
2022-07-27T00:00:00.000Z,0.55,39.95,1.5,1.1,1.95,1.599,681
2022-07-28T00:00:00.000Z,0.93,11.38,2.52,1.92,4.3,1.537,680
2022-07-29T00:00:00.000Z,0.7,25.73,2.35,1.4,2.91,1.487,677
2022-07-30T00:00:00.000Z,0.52,16.3,2.04,1.6,2.7,1.304,665
2022-07-31T00:00:00.000Z,0.77,118.72,2.33,1.9,2.8,6.319,673
2022-08-01T00:00:00.000Z,0.03,38.79,1.8,1.02,2.29,1.792,614
2022-08-02T00:00:00.000Z,0.2,12,1.23,0.7,1.98,1.419,646
2022-08-03T00:00:00.000Z,0.5,13.18,1.63,1.2,2.34,1.161,665
2022-08-04T00:00:00.000Z,0.7,12.73,1.55,1.3,1.83,0.653,617
2022-08-05T00:00:00.000Z,0.93,62.03,2.42,1.9,4.28,3.114,630
2022-08-06T00:00:00.000Z,0.7,76.3,2.8,1.8,3.58,3.158,643
2022-08-07T00:00:00.000Z,2,60.28,3.67,2.92,4.8,4.434,615
2022-08-08T00:00:00.000Z,2,205.63,4.01,3.16,5.32,10.746,616
2022-08-09T00:00:00.000Z,2.17,9.73,3.97,3.4,4.55,0.97,645
2022-08-10T00:00:00.000Z,2.25,14.68,4.38,3.6,5.4,1.729,630
2022-08-11T00:00:00.000Z,1,24.58,3.9,2.1,6,2.401,594
2022-08-12T00:00:00.000Z,3.42,23.98,6.3,4.96,7.06,2.297,652
2022-08-13T00:00:00.000Z,6.57,923.67,10.89,8.84,13.75,65.915,664
2022-08-14T00:00:00.000Z,9.97,24.95,15.23,12.84,16.45,2.631,648
2022-08-15T00:00:00.000Z,7.75,57.95,21.65,16.13,28.99,8.191,629
2022-08-16T00:00:00.000Z,2.02,9.98,3.35,2.85,4.43,1.512,652
2022-08-17T00:00:00.000Z,3.95,31.95,5.47,4.82,7.13,2.403,628
2022-08-18T00:00:00.000Z,0.28,224.6,2.65,0.93,4.45,9.08,641
2022-08-19T00:00:00.000Z,0.9,9.32,2.15,1.75,2.85,0.954,680
2022-08-20T00:00:00.000Z,2.29,21.98,4.07,3.4,4.7,1.408,662
2022-08-21T00:00:00.000Z,0.6,36.72,2.25,1.4,2.75,1.818,676
2022-08-22T00:00:00.000Z,0.28,275.1,2,1.2,2.54,11.693,609
2022-08-23T00:00:00.000Z,0.55,58.92,2.38,1.33,4.2,3.355,666
2022-08-24T00:00:00.000Z,0.6,19.8,1.95,1.5,2.9,1.298,642
2022-08-25T00:00:00.000Z,0.6,82.72,2.75,1.92,3.35,4.146,644
2022-08-26T00:00:00.000Z,0.2,40.45,1.52,1.2,2.15,1.948,679
2022-08-27T00:00:00.000Z,1,636.2,3.9,1.85,5.22,47.202,681
2022-08-28T00:00:00.000Z,1.14,60.35,2.8,2.29,4.93,3.69,675
2022-08-29T00:00:00.000Z,2.35,712.88,8.15,6.47,12.74,32.796,673
2022-08-30T00:00:00.000Z,0.55,20.92,2.2,1.45,3.74,1.889,669
2022-08-31T00:00:00.000Z,1.35,18.35,3.45,2.5,4.75,1.589,619
2022-09-01T00:00:00.000Z,2.92,10.3,4.75,4.03,5.75,1.375,658
2022-09-02T00:00:00.000Z,3.28,33.25,7.3,4.7,9.55,3.686,650
2022-09-03T00:00:00.000Z,0.7,46.53,3.15,2,6.43,3.806,634
2022-09-04T00:00:00.000Z,0.1,828.4,1.05,0.7,3.5,64.128,554
2022-09-05T00:00:00.000Z,0.68,8.73,3.09,2.04,4.34,1.569,574
2022-09-06T00:00:00.000Z,1.08,9.07,4.22,3.01,5.05,1.398,673
2022-09-07T00:00:00.000Z,1.27,59.22,3.35,2.83,3.88,2.356,651
2022-09-08T00:00:00.000Z,2.17,24.58,4.48,3.33,6.45,2.297,594
2022-09-09T00:00:00.000Z,0.8,61.38,3.47,2.29,6.18,3.343,667
2022-09-10T00:00:00.000Z,1.33,51.45,4.09,2.38,5.25,4.24,666
2022-09-11T00:00:00.000Z,0.17,54.67,1.74,1,5.07,3.607,666
2022-09-12T00:00:00.000Z,0.5,310.42,4.01,1.9,7.39,12.814,612
2022-09-13T00:00:00.000Z,0.9,21.73,3.85,1.9,6.43,3.623,661
2022-09-14T00:00:00.000Z,0.7,19.35,3.15,2.4,4.97,2.099,663
2022-09-15T00:00:00.000Z,0.2,349.8,1.4,1.1,1.77,14.711,671
2022-09-16T00:00:00.000Z,0.2,35.42,1.3,0.89,1.83,1.898,668
2022-09-17T00:00:00.000Z,0.4,230.43,1.63,0.98,2.5,12.445,668
2022-09-18T00:00:00.000Z,0.4,41.53,2.65,1.8,4,2.268,639
2022-09-19T00:00:00.000Z,1.7,66.06,5.5,4.17,6.4,3.517,649
2022-09-20T00:00:00.000Z,2.42,14.6,5.95,5.07,6.9,1.654,642
2022-09-21T00:00:00.000Z,1.25,60.92,3.09,2.1,4.38,4.602,656
2022-09-22T00:00:00.000Z,0.22,11.85,2,1,3.3,2.438,663
2022-09-23T00:00:00.000Z,0.3,12.13,2.17,1.3,2.95,1.172,668
2022-09-24T00:00:00.000Z,0.4,11.52,1.85,1.1,2.47,1.209,672
2022-09-25T00:00:00.000Z,0.56,11.6,1.98,1.42,2.6,0.879,667
2022-09-26T00:00:00.000Z,0.5,8.05,2.85,1.4,3.91,1.528,645
2022-09-27T00:00:00.000Z,1.8,13.9,3.67,2.97,4.25,1.096,650
2022-09-28T00:00:00.000Z,0.32,8.48,1.7,1.17,2.75,1.128,650
2022-09-29T00:00:00.000Z,0.8,48.97,3,1.5,7.25,6.034,650
2022-09-30T00:00:00.000Z,0,9.77,1.7,0.55,2.75,1.604,658
2022-10-01T00:00:00.000Z,0.8,17.92,2.13,1.77,2.49,0.85,660
2022-10-02T00:00:00.000Z,0.45,19.14,1.6,1.14,2.12,2.43,557
2022-10-03T00:00:00.000Z,0.3,9.1,0.95,0.7,1.25,0.766,539
2022-10-04T00:00:00.000Z,0.1,37.22,1.38,0.88,1.95,2.649,580
2022-10-05T00:00:00.000Z,0.1,18.45,0.7,0.4,1.5,1.02,601
2022-10-06T00:00:00.000Z,0.56,22.55,1.67,1.37,2,1.507,669
2022-10-07T00:00:00.000Z,0.5,19.23,1.83,1.33,2.33,1.306,663
2022-10-08T00:00:00.000Z,0.63,119.18,2.1,1.5,2.9,5.996,675
2022-10-09T00:00:00.000Z,0.5,29.17,1.58,1.1,2.92,2.043,682
2022-10-10T00:00:00.000Z,1.38,32.29,2.63,2.2,3.55,3.532,671
2022-10-11T00:00:00.000Z,0.68,42.3,2,1.6,2.5,3.3,667
2022-10-12T00:00:00.000Z,0,42.35,1.9,0.6,5.13,4.61,671
2022-10-13T00:00:00.000Z,1.3,22.95,2.47,2,3.65,2.058,678
2022-10-14T00:00:00.000Z,0.6,188.68,1.45,1.1,3.17,8.434,663
2022-10-15T00:00:00.000Z,0,9.93,0.95,0.65,1.32,0.783,673
2022-10-16T00:00:00.000Z,0.25,44.47,1.58,0.7,2.54,3.036,502
2022-10-17T00:00:00.000Z,0.4,19.64,1.5,0.93,2.95,1.977,662
2022-10-18T00:00:00.000Z,0.8,8.73,2.63,1.63,3.96,1.517,472
2022-10-21T00:00:00.000Z,0.73,14.43,4.3,3,6.22,2.247,438
2022-10-22T00:00:00.000Z,0.2,136.75,1.14,0.88,1.7,5.882,649
2022-10-23T00:00:00.000Z,0.8,110.7,3.1,2.4,4.62,5.801,556
2022-10-24T00:00:00.000Z,0.15,25.27,1.4,0.88,2.45,1.695,663
2022-10-25T00:00:00.000Z,0.1,26.8,0.89,0.65,1.32,1.259,664
2022-10-26T00:00:00.000Z,0.1,39.22,1.73,1.17,2.6,3.001,671
2022-10-27T00:00:00.000Z,0.03,34.25,1.4,0.7,2.47,2.709,570
2022-10-28T00:00:00.000Z,0.13,207.05,2.54,1.38,3.65,16.905,438
2022-10-29T00:00:00.000Z,0.5,92.88,2.41,1.7,3.17,7.191,670
2022-10-30T00:00:00.000Z,0.2,470.05,1.65,0.98,2.38,31.773,659
2022-10-31T00:00:00.000Z,0.5,55.78,2.02,1.6,11.64,9.576,660
2022-11-01T00:00:00.000Z,0.6,12.2,2.15,1.65,2.78,1.51,665
2022-11-02T00:00:00.000Z,0.22,4.95,1.4,1,2.35,1.03,662
2022-11-03T00:00:00.000Z,0.38,48.58,1.57,1.17,5.88,4.502,664
2022-11-04T00:00:00.000Z,0.5,48.85,2.75,1.57,4.7,3.939,652
2022-11-05T00:00:00.000Z,0,114.75,2.52,0.4,4,8.207,651
2022-11-06T00:00:00.000Z,0.3,108.68,1.98,1.35,3,9.526,662
2022-11-07T00:00:00.000Z,0.45,79.03,2.8,1.88,3.67,5.068,675
2022-11-08T00:00:00.000Z,0.3,125.25,1.4,0.9,2.1,6.287,668
2022-11-09T00:00:00.000Z,0.4,70.9,1.3,0.98,1.77,5.196,617
2022-11-10T00:00:00.000Z,0.2,3.35,1.5,0.8,1.92,0.682,576
2022-11-11T00:00:00.000Z,0.13,39.17,1.55,1,2.08,2.413,561
2022-11-12T00:00:00.000Z,0,26.08,2.84,1.5,5.97,3.821,562
2022-11-13T00:00:00.000Z,1.75,165.63,6.3,4.97,7.57,10.269,583
2022-11-14T00:00:00.000Z,0.2,91.25,0.98,0.7,1.67,3.995,566
2022-11-15T00:00:00.000Z,0,87.18,1.73,1.2,2.5,6.261,633
2022-11-16T00:00:00.000Z,0.1,100.6,2.35,1.04,18.98,14.901,664
2022-11-17T00:00:00.000Z,4.5,32.45,13.48,8.43,15.8,4.277,671
2022-11-18T00:00:00.000Z,0.6,33.67,2.2,1.42,6.04,3.472,665
2022-11-19T00:00:00.000Z,0.5,67.47,2.7,1.9,4.54,4.827,613
2022-11-20T00:00:00.000Z,0.2,60.35,3.13,1.98,4.8,5.471,530
2022-11-21T00:00:00.000Z,0.4,26.25,2.72,1.95,3.46,2.409,652
2022-11-22T00:00:00.000Z,1.14,80.63,6.85,5.43,10.76,11.398,649
2022-11-23T00:00:00.000Z,0,159.69,1.58,1.1,2.29,6.502,667
2022-11-24T00:00:00.000Z,0.3,66.97,2.85,2.2,3.5,5.113,669
2022-11-25T00:00:00.000Z,0.8,254.23,2.17,1.6,4.07,13.561,674
2022-11-26T00:00:00.000Z,0,79.28,1.5,0.7,2.8,6.095,669
2022-11-27T00:00:00.000Z,0.93,40.53,4.13,3.2,5.2,3.298,678
2022-11-28T00:00:00.000Z,0.6,46.88,2.42,1.57,9.38,6.001,665
2022-11-29T00:00:00.000Z,1.12,177.4,6.1,4.13,22.84,22.192,637
2022-11-30T00:00:00.000Z,1.4,86.13,6.43,4.34,13.5,19.166,671
2022-12-01T00:00:00.000Z,2.15,66.93,10.6,5.14,20.13,10.997,609
2022-12-02T00:00:00.000Z,2.52,51.25,8.19,4.88,14.19,6.497,677
2022-12-03T00:00:00.000Z,0.9,38.42,4.78,2.83,8.18,6.093,675
2022-12-04T00:00:00.000Z,0.77,28,2.88,1.89,5.67,3.469,668
2022-12-05T00:00:00.000Z,0.85,25.33,3.33,2.04,4.38,2.055,663
2022-12-06T00:00:00.000Z,0.3,252.63,2.7,1.12,12.52,19.649,667
2022-12-07T00:00:00.000Z,1.83,98.53,6.75,4.59,11.25,6.353,657
2022-12-08T00:00:00.000Z,1.8,74.34,6.62,4.82,13.95,7.501,666
2022-12-09T00:00:00.000Z,3.15,34.75,8.3,5.18,11.88,4.452,674
2022-12-10T00:00:00.000Z,4.93,35.42,10.77,7.72,18.3,5.954,673
2022-12-11T00:00:00.000Z,6.6,58.05,16.68,11.06,20.47,7.131,676
2022-12-12T00:00:00.000Z,5.82,132.44,18.77,10.35,61.7,33.093,663
2022-12-13T00:00:00.000Z,3,56.72,9.28,6.18,30.45,14.716,658
2022-12-14T00:00:00.000Z,0.3,72.38,3,1.2,8.1,7.134,664
2022-12-15T00:00:00.000Z,1.6,112.13,5.79,3.33,13.1,9.049,656
2022-12-16T00:00:00.000Z,0.45,33.65,5.14,2.35,6.85,3.7,602
2022-12-17T00:00:00.000Z,0.9,149.72,3.67,1.6,21.55,22.392,630
2022-12-18T00:00:00.000Z,0.5,51.15,5.6,3.1,8.48,4.18,647
2022-12-19T00:00:00.000Z,0,456,1,0.52,3,25.239,658
2022-12-20T00:00:00.000Z,1.14,179.82,2.72,2.17,3.55,13.585,660
2022-12-21T00:00:00.000Z,0.2,87.93,2.15,1.4,3.62,5.499,649
2022-12-22T00:00:00.000Z,0.93,124.05,6.85,4.4,20.71,15.118,653
2022-12-23T00:00:00.000Z,0.52,134.82,5.04,2.24,19.32,17.237,468
2022-12-24T00:00:00.000Z,1.12,309.35,3.6,2.63,7.6,17.47,594
2022-12-25T00:00:00.000Z,0.93,841.22,3.88,2.9,6.15,39.393,601
2022-12-26T00:00:00.000Z,0.43,68.93,2.15,1.23,4.53,4.607,490
2022-12-27T00:00:00.000Z,0,64.09,2.65,0.75,5.7,4.952,632
2022-12-28T00:00:00.000Z,0.2,208.8,2.97,2.2,3.78,9.969,574
2022-12-29T00:00:00.000Z,0.4,216.3,1.52,1.1,2.97,16.709,659
2022-12-30T00:00:00.000Z,0,32.53,1.25,0.25,3.15,2.649,543
2022-12-31T00:00:00.000Z,1.12,108.07,4.78,3.38,20.27,21.521,643
2023-01-01T00:00:00.000Z,0.28,53.38,1.75,0.95,9.85,9.091,643
2023-01-02T00:00:00.000Z,0.6,196.18,10.83,4.07,21.07,15.517,660
2023-01-03T00:00:00.000Z,0,75.72,1.73,0.79,2.65,7.086,536
2023-01-04T00:00:00.000Z,1.65,16.17,3.83,3.29,4.47,1.082,573
2023-01-05T00:00:00.000Z,0.65,214.15,2.85,1.99,3.9,8.802,648
2023-01-06T00:00:00.000Z,0.45,143.65,2.15,1.45,4.03,11.279,657
2023-01-07T00:00:00.000Z,0.56,94.88,2.29,1.5,3.4,7.308,662
2023-01-08T00:00:00.000Z,0.7,864.17,2.79,1.88,3.58,37.408,680
2023-01-09T00:00:00.000Z,0.2,35.9,2.15,1.23,4.05,2.44,637
2023-01-13T00:00:00.000Z,0.6,63.92,2.08,1.65,2.72,6.011,282
2023-01-14T00:00:00.000Z,0.2,7.6,1.05,0.7,1.5,0.83,650
2023-01-15T00:00:00.000Z,0.2,14.07,1.95,0.88,4.07,2.754,555
